Table S10. Characteristics of the 28,947 TEs annotated in the 47 genomes analyzed in this work that were transfered to the reference genome. "TEs used in the site frequency spectrum (SFS) analysis" are the result of filtering out the insertions < 120bp long  (28,365 TEs). "North America" and "Europe" refers to the number of strains containing that particular in those continents (see Table S15). "Other" refers to the TEs which are neither from Europe or North America.																					
TE name	Chromosome	Start	End	Strand	Class	Order	SuperFamily	Family	TE present in REF	Number of genomes present (47)	Genomes	TE name (in strain)	TE length c	TE ratio vs family consensus sequence (in strains)	Recombination rate Comeron et al 2012	Recombination rate Fiston-Lavier et al 2011	Recombination classification	TE used in SFS analysis	Europe	North_America	Other
2L_4181326_4181328_Micropia.t1	2L	4181326	4181328	-	RNA	LTR	Gypsy	Micropia	NO	1	TEN-015	TEN-015_43_Micropia	180	0.033	3.635527148	3.685	HRR	YES	0	1	0
FBti0020023	3L	2751511	2755714	#ERROR!	RNA	LINE	Jockey	F-element	YES	2	A1;ISO-1	A1_736_F-element;FBti0020023	4203;4203	0.888;.	5.46884251	3.15	HRR	YES	2	0	0
2L_4186152_4186152_jockey	2L	4186152	4186152	#ERROR!	RNA	LINE	Jockey	jockey	NO	1	RAL-176	RAL-176_50_jockey	1841	0.366	3.635527148	3.685	HRR	YES	1	0	0
2L_4186634_4186634_gypsy1	2L	4186634	4186634	-	RNA	LTR	Gypsy	gypsy1	NO	1	COR-018	COR-018_47_gypsy1	4129	0.524	3.635527148	3.685	HRR	YES	0	1	0
2L_4189445_4189445_17-6	2L	4189445	4189445	#ERROR!	RNA	LTR	Gypsy	17-6	NO	1	A4	A4_40_17-6	513	0.066	3.635527148	3.685	HRR	YES	0	0	1
2L_4208498_4208498_roo	2L	4208498	4208498	#ERROR!	RNA	LTR	Pao	roo	NO	1	STO-022	STO-022_47_roo	438	0.046	7.271054295	3.715	HRR	YES	0	1	0
2L_4221181_4221181_I-element	2L	4221181	4221181	#ERROR!	RNA	LINE	I	I-element	NO	1	A7	A7_40_I-element	5376	0.987	7.271054295	3.715	HRR	YES	0	0	1
2L_4227065_4227065_3S18	2L	4227065	4227065	-	RNA	LTR	Pao	3S18	NO	1	RAL-177	RAL-177_45_3S18	6129	0.993	7.271054295	3.715	HRR	YES	1	0	0
2L_4236591_4236595_Stalker2	2L	4236591	4236595	#ERROR!	RNA	LTR	Gypsy	Stalker2	NO	1	RAL-426	RAL-426_56_Stalker2	644	0.081	7.271054295	3.715	HRR	YES	1	0	0
2L_4236591_4236595_Stalker2.t1	2L	4236591	4236595	#ERROR!	RNA	LTR	Gypsy	Stalker2	NO	1	RAL-426	RAL-426_54_Stalker2	3540	0.444	7.271054295	3.715	HRR	YES	1	0	0
2L_4236593_4236593_roo	2L	4236593	4236593	#ERROR!	RNA	LTR	Pao	roo	NO	1	RAL-426	RAL-426_55_roo	7924	0.837	7.271054295	3.715	HRR	YES	1	0	0
2L_4241003_4241003_diver	2L	4241003	4241003	-	RNA	LTR	Pao	diver	NO	1	B1	B1_45_diver	6133	0.985	7.271054295	3.715	HRR	YES	1	0	0
2L_4244451_4244451_Copia	2L	4244451	4244451	#ERROR!	RNA	LTR	Copia	Copia	NO	1	AKA-018	AKA-018_46_Copia	5152	0.957	7.271054295	3.715	HRR	YES	0	1	0
2L_4244518_4244518_jockey	2L	4244518	4244518	-	RNA	LINE	Jockey	jockey	NO	1	STO-022	STO-022_48_jockey	5005	0.995	7.271054295	3.715	HRR	YES	0	1	0
2L_4244519_4244519_Rt1b	2L	4244519	4244519	-	RNA	LINE	R1	Rt1b	NO	1	STO-022	STO-022_49_Rt1b	115	0.022	7.271054295	3.715	HRR	NO	0	1	0
2L_4245007_4245007_Rt1a	2L	4245007	4245007	-	RNA	LINE	R1	Rt1a	NO	1	STO-022	STO-022_50_Rt1a	2655	0.488	7.271054295	3.715	HRR	YES	0	1	0
2L_4248526_4248529_roo	2L	4248526	4248529	#ERROR!	RNA	LTR	Pao	roo	NO	1	A7	A7_42_roo	7274	0.768	7.271054295	3.715	HRR	YES	0	0	1
2L_4248526_4248529_roo.t1	2L	4248526	4248529	#ERROR!	RNA	LTR	Pao	roo	NO	1	A7	A7_41_roo	1265	0.134	7.271054295	3.715	HRR	YES	0	0	1
2L_4249018_4249018_roo	2L	4249018	4249018	#ERROR!	RNA	LTR	Pao	roo	NO	1	A7	A7_43_roo	957	0.101	7.271054295	3.715	HRR	YES	0	0	1
2L_4251644_4251644_pogo	2L	4251644	4251644	-	DNA	TIR	TcMar-Pogo	pogo	NO	1	LUN-004	LUN-004_38_pogo	186	0.083	7.271054295	3.715	HRR	YES	0	1	0
2L_4254252_4254252_transib1	2L	4254252	4254252	#ERROR!	DNA	TIR	CMC-Transib	transib1	NO	1	KIE-094	KIE-094_66_transib1	2670	0.97	7.271054295	3.715	HRR	YES	0	1	0
2L_4254434_4254434_transib1	2L	4254434	4254434	#ERROR!	DNA	TIR	CMC-Transib	transib1	NO	1	KIE-094	KIE-094_65_transib1	2674	0.971	7.271054295	3.715	HRR	YES	0	1	0
2L_4256098_4256098_roo	2L	4256098	4256098	-	RNA	LTR	Pao	roo	NO	1	MUN-013	MUN-013_47_roo	437	0.046	7.271054295	3.715	HRR	YES	0	1	0
2L_4259754_4259754_blood	2L	4259754	4259754	-	RNA	LTR	Gypsy	blood	NO	1	LUN-004	LUN-004_39_blood	7393	0.978	7.271054295	3.715	HRR	YES	0	1	0
2L_4260716_4260716_Copia	2L	4260716	4260716	#ERROR!	RNA	LTR	Copia	Copia	NO	1	ORE	ORE_48_Copia	5149	0.957	7.271054295	3.715	HRR	YES	1	0	0
2L_4261602_4261602_mdg1	2L	4261602	4261602	#ERROR!	RNA	LTR	Gypsy	mdg1	NO	1	GIM-012	GIM-012_43_mdg1	7420	0.772	7.271054295	3.715	HRR	YES	0	1	0
2L_4267631_4267631_pogo	2L	4267631	4267631	#ERROR!	DNA	TIR	TcMar-Pogo	pogo	NO	1	JUT-011	JUT-011_49_pogo	186	0.083	7.271054295	3.715	HRR	YES	0	1	0
2L_4269576_4269576_jockey	2L	4269576	4269576	#ERROR!	RNA	LINE	Jockey	jockey	NO	1	MUN-016	MUN-016_45_jockey	4417	0.878	7.271054295	3.715	HRR	YES	0	1	0
2L_4269763_4269763_jockey	2L	4269763	4269763	#ERROR!	RNA	LINE	Jockey	jockey	NO	1	MUN-009	MUN-009_36_jockey	901	0.179	7.271054295	3.715	HRR	YES	0	1	0
2L_4270044_4270044_jockey	2L	4270044	4270044	#ERROR!	RNA	LINE	Jockey	jockey	NO	1	A4	A4_41_jockey	2720	0.541	7.271054295	3.715	HRR	YES	0	0	1
2L_4270293_4270293_pogo	2L	4270293	4270293	#ERROR!	DNA	TIR	TcMar-Pogo	pogo	NO	1	A7	A7_44_pogo	186	0.083	7.271054295	3.715	HRR	YES	0	0	1
2L_4273061_4273061_roo	2L	4273061	4273061	#ERROR!	RNA	LTR	Pao	roo	NO	1	AB8	AB8_44_roo	9114	0.963	7.271054295	3.715	HRR	YES	0	0	1
2L_4274097_4274097_I-element	2L	4274097	4274097	#ERROR!	RNA	LINE	I	I-element	NO	1	TEN-015	TEN-015_44_I-element	2943	0.54	7.271054295	3.715	HRR	YES	0	1	0
2L_4282991_4282991_H	2L	4282991	4282991	-	DNA	TIR	hAT-hobo	H	NO	1	AKA-017	AKA-017_53_H	1593	0.529	7.271054295	3.715	HRR	YES	0	1	0
2L_4290620_4290620_jockey	2L	4290620	4290620	-	RNA	LINE	Jockey	jockey	NO	1	SLA-001	SLA-001_52_jockey	236	0.047	7.271054295	3.715	HRR	YES	0	1	0
2L_4291849_4291849_mdg3	2L	4291849	4291849	#ERROR!	RNA	LTR	Gypsy	mdg3	NO	1	A6	A6_58_mdg3	5519	0.934	7.271054295	3.715	HRR	YES	1	0	0
2L_4296123_4296123_I-element	2L	4296123	4296123	-	RNA	LINE	I	I-element	NO	1	RAL-059	RAL-059_133_I-element	5384	0.988	7.271054295	3.715	HRR	YES	1	0	0
2L_4311265_4311265_H	2L	4311265	4311265	#ERROR!	DNA	TIR	hAT-hobo	H	NO	1	AKA-017	AKA-017_54_H	1516	0.504	5.746478395	3.745	HRR	YES	0	1	0
2L_4317547_4317547_297	2L	4317547	4317547	-	RNA	LTR	Gypsy	297	NO	1	RAL-176	RAL-176_51_297	4087	0.566	5.746478395	3.745	HRR	YES	1	0	0
2L_4326458_4326458_Tirant	2L	4326458	4326458	-	RNA	LTR	Gypsy	Tirant	NO	1	B4	B4_45_Tirant	6710	0.755	5.746478395	3.745	HRR	YES	1	0	0
2L_4344752_4344752_rover	2L	4344752	4344752	#ERROR!	RNA	LTR	Pao	rover	NO	1	AB8	AB8_45_rover	7469	0.952	5.746478395	3.745	HRR	YES	0	0	1
2L_4345905_4345905_BS	2L	4345905	4345905	-	RNA	LINE	Jockey	BS	NO	1	B4	B4_46_BS	150	0.028	5.746478395	3.745	HRR	YES	1	0	0
2L_4345978_4345978_jockey	2L	4345978	4345978	#ERROR!	RNA	LINE	Jockey	jockey	NO	1	B2	B2_51_jockey	198	0.039	5.746478395	3.745	HRR	YES	0	0	1
2L_4350353_4350353_F-element	2L	4350353	4350353	#ERROR!	RNA	LINE	Jockey	F-element	NO	1	RAL-375	RAL-375_40_F-element	4683	0.989	5.746478395	3.745	HRR	YES	1	0	0
2L_4362082_4362082_412	2L	4362082	4362082	-	RNA	LTR	Gypsy	412	NO	1	RAL-177	RAL-177_46_412	7430	0.955	5.746478395	3.745	HRR	YES	1	0	0
2L_4365407_4365407_mdg1	2L	4365407	4365407	-	RNA	LTR	Gypsy	mdg1	NO	1	B6	B6_49_mdg1	441	0.046	5.746478395	3.745	HRR	YES	1	0	0
2L_4371608_4371608_F-element	2L	4371608	4371608	#ERROR!	RNA	LINE	Jockey	F-element	NO	1	A2	A2_55_F-element	2093	0.442	5.746478395	3.745	HRR	YES	1	0	0
2L_4409726_4409726_I-element	2L	4409726	4409726	#ERROR!	RNA	LINE	I	I-element	NO	1	RAL-059	RAL-059_134_I-element	5383	0.988	4.104627425	3.775	HRR	YES	1	0	0
2L_4413976_4413976_Copia	2L	4413976	4413976	-	RNA	LTR	Copia	Copia	NO	1	A1	A1_48_Copia	5154	0.958	4.104627425	3.775	HRR	YES	1	0	0
2L_4415858_4415858_jockey	2L	4415858	4415858	#ERROR!	RNA	LINE	Jockey	jockey	NO	1	COR-025	COR-025_52_jockey	5011	0.996	4.104627425	3.775	HRR	YES	0	1	0
2L_4416024_4416095_jockey	2L	4416024	4416095	#ERROR!	RNA	LINE	Jockey	jockey	NO	2	A2;B2	A2_56_jockey;B2_52_jockey	2527;2536	0.502;0.504	4.104627425	3.775	HRR	YES	1	0	1
2L_4417239_4417239_H	2L	4417239	4417239	#ERROR!	DNA	TIR	hAT-hobo	H	NO	1	AKA-017	AKA-017_55_H	1510	0.502	4.104627425	3.775	HRR	YES	0	1	0
2L_4417644_4417644_mdg1	2L	4417644	4417644	#ERROR!	RNA	LTR	Gypsy	mdg1	NO	1	KIE-094	KIE-094_48_mdg1	7086	0.737	4.104627425	3.775	HRR	YES	0	1	0
2L_4419360_4419360_Transpac	2L	4419360	4419360	-	RNA	LTR	Gypsy	Transpac	NO	1	TEN-015	TEN-015_45_Transpac	5246	0.991	4.104627425	3.775	HRR	YES	0	1	0
2L_4420343_4420343_HMS-Beagle2	2L	4420343	4420343	#ERROR!	RNA	LTR	Gypsy	HMS-Beagle2	NO	1	A2	A2_57_HMS-Beagle2	7011	0.943	4.104627425	3.775	HRR	YES	1	0	0
2L_4422144_4422144_jockey	2L	4422144	4422144	-	RNA	LINE	Jockey	jockey	NO	1	A2	A2_58_jockey	933	0.185	4.104627425	3.775	HRR	YES	1	0	0
2L_4425416_4425511_jockey	2L	4425416	4425511	#ERROR!	RNA	LINE	Jockey	jockey	NO	5	GIM-012;ORE;B1;COR-025;A7	ORE_49_jockey;GIM-012_44_jockey;A7_45_jockey;COR-025_53_jockey;B1_46_jockey	790;2599;1214;148;1227	0.157;0.516;0.24100000000000002;0.029;0.244	4.104627425	3.775	HRR	YES	2	2	1
2L_4430066_4430066_jockey	2L	4430066	4430066	#ERROR!	RNA	LINE	Jockey	jockey	NO	1	TOM-007	TOM-007_54_jockey	4826	0.959	4.104627425	3.775	HRR	YES	0	1	0
3L_5286947_5286959_297	3L	5286947	5286959	-	RNA	LTR	Gypsy	297	NO	2	B1;LUN-004	B1_719_297;LUN-004_747_297	192;413	0.027000000000000003;0.057	5.122713237	3.38	HRR	YES	1	1	0
2L_4433847_4433847_mdg1	2L	4433847	4433847	-	RNA	LTR	Gypsy	mdg1	NO	1	COR-014	COR-014_42_mdg1	7348	0.765	4.104627425	3.775	HRR	YES	0	1	0
2L_4433958_4433960_Micropia	2L	4433958	4433960	-	RNA	LTR	Gypsy	Micropia	NO	1	MUN-016	MUN-016_46_Micropia	5335	1.156	4.104627425	3.775	HRR	YES	0	1	0
2L_4433958_4433960_Micropia.t1	2L	4433958	4433960	-	RNA	LTR	Gypsy	Micropia	NO	1	MUN-016	MUN-016_47_Micropia	180	0.033	4.104627425	3.775	HRR	YES	0	1	0
2L_4434297_4434297_FB4	2L	4434297	4434297	#ERROR!	DNA	TIR	TcMar-Tc1	FB4	NO	1	RAL-426	RAL-426_58_FB4	1665	0.477	4.104627425	3.775	HRR	YES	1	0	0
2L_4434308_4434308_NOF	2L	4434308	4434308	-	DNA	TIR	MULE-NOF	NOF	NO	1	RAL-426	RAL-426_57_NOF	321	0.061	4.104627425	3.775	HRR	YES	1	0	0
2L_4438629_4438629_412	2L	4438629	4438629	-	RNA	LTR	Gypsy	412	NO	1	A3	A3_42_412	7500	0.964	4.104627425	3.775	HRR	YES	0	1	0
2L_4441352_4441352_P-element	2L	4441352	4441352	#ERROR!	DNA	TIR	P	P-element	NO	1	ORE	ORE_50_P-element	1105	0.303	4.104627425	3.775	HRR	YES	1	0	0
2L_4446076_4446076_pogo	2L	4446076	4446076	-	DNA	TIR	TcMar-Pogo	pogo	NO	1	B4	B4_47_pogo	186	0.083	4.104627425	3.775	HRR	YES	1	0	0
2L_4475621_4475621_F-element	2L	4475621	4475621	#ERROR!	RNA	LINE	Jockey	F-element	NO	1	RAL-375	RAL-375_41_F-element	4688	0.99	4.104627425	3.775	HRR	YES	1	0	0
2L_4477317_4477317_F-element	2L	4477317	4477317	-	RNA	LINE	Jockey	F-element	NO	1	A1	A1_49_F-element	4232	0.894	4.104627425	3.775	HRR	YES	1	0	0
2L_4477469_4477469_Blastopia	2L	4477469	4477469	-	RNA	LTR	Gypsy	Blastopia	NO	1	TOM-007	TOM-007_55_Blastopia	5018	0.989	4.104627425	3.775	HRR	YES	0	1	0
2L_4500719_4500719_Doc	2L	4500719	4500719	#ERROR!	RNA	LINE	Jockey	Doc	NO	1	A3	A3_43_Doc	4724	0.987	1.876401108	3.805	HRR	YES	0	1	0
2L_4580261_4580261_17-6	2L	4580261	4580261	-	RNA	LTR	Gypsy	17-6	NO	1	RAL-091	RAL-091_61_17-6	5972	0.768	1.876401108	3.805	HRR	YES	1	0	0
2L_4582038_4582038_blood	2L	4582038	4582038	-	RNA	LTR	Gypsy	blood	NO	1	COR-023	COR-023_39_blood	7424	0.982	1.876401108	3.805	HRR	YES	0	1	0
2L_4583010_4583010_Copia	2L	4583010	4583010	#ERROR!	RNA	LTR	Copia	Copia	NO	1	RAL-737	RAL-737_45_Copia	5144	0.956	1.876401108	3.805	HRR	YES	1	0	0
FBti0019120	2L	4601759	4609142	-	RNA	LTR	Gypsy	mdg1	YES	1	ISO-1	FBti0019120	7383	.	.	.	.	YES	1	0	0
2L_4619525_4619525_Doc	2L	4619525	4619525	-	RNA	LINE	Jockey	Doc	NO	1	B6	B6_50_Doc	4720	0.987	1.759126039	3.83	HRR	YES	1	0	0
2L_4629051_4629051_412	2L	4629051	4629051	-	RNA	LTR	Gypsy	412	NO	1	RAL-091	RAL-091_62_412	7526	0.967	1.759126039	3.83	HRR	YES	1	0	0
2L_4640140_4640140_Max-element	2L	4640140	4640140	-	RNA	LTR	Pao	Max-element	NO	1	MUN-016	MUN-016_48_Max-element	6997	0.758	1.759126039	3.83	HRR	YES	0	1	0
2L_4646894_4646894_roo	2L	4646894	4646894	-	RNA	LTR	Pao	roo	NO	1	MUN-020	MUN-020_39_roo	8290	0.875	1.759126039	3.83	HRR	YES	0	1	0
2L_4656872_4656872_roo	2L	4656872	4656872	#ERROR!	RNA	LTR	Pao	roo	NO	1	RAL-426	RAL-426_59_roo	6962	0.735	1.759126039	3.83	HRR	YES	1	0	0
2L_4658986_4658986_roo	2L	4658986	4658986	#ERROR!	RNA	LTR	Pao	roo	NO	1	RAL-176	RAL-176_52_roo	3845	0.406	1.759126039	3.83	HRR	YES	1	0	0
FBti0019121	2L	4661880	4669406	-	RNA	LTR	Gypsy	Nomad	YES	1	ISO-1	FBti0019121	7526	.	.	.	.	YES	1	0	0
2L_4675271_4675271_roo	2L	4675271	4675271	-	RNA	LTR	Pao	roo	NO	1	A4	A4_42_roo	7852	0.829	1.759126039	3.83	HRR	YES	0	0	1
2L_4678472_4678472_roo	2L	4678472	4678472	-	RNA	LTR	Pao	roo	NO	1	MUN-008	MUN-008_42_roo	427	0.045	1.759126039	3.83	HRR	YES	0	1	0
2L_4678652_4678652_I-element	2L	4678652	4678652	#ERROR!	RNA	LINE	I	I-element	NO	1	B4	B4_48_I-element	2736	0.502	1.759126039	3.83	HRR	YES	1	0	0
ISO1_50_LARD	2L	4700293	4700929	#ERROR!	RNA	LARD	LARD	LARD	YES	46	A2;ORE;A6;B6;B4;B3;JUT-008;MUN-008;AB8;AKA-017;MUN-013;A3;STO-022;B2;GIM-012;JUT-011;COR-018;TEN-015;RAL-177;A4;A1;RAL-375;SLA-001;RAL-059;A7;MUN-015;KIE-094;GIM-024;COR-014;RAL-737;LUN-007;A5;COR-025;B1;RAL-426;COR-023;RAL-091;TOM-008;RAL-176;TOM-007;MUN-009;MUN-016;MUN-020;RAL-855;ISO-1;LUN-004	A2_59_LARD;ORE_51_LARD;A6_59_LARD;B6_51_LARD;B4_49_LARD;B3_31_LARD;JUT-008_40_LARD;MUN-008_43_LARD;AB8_46_LARD;AKA-017_56_LARD;MUN-013_48_LARD;A3_44_LARD;STO-022_51_LARD;B2_53_LARD;GIM-012_45_LARD;JUT-011_50_LARD;COR-018_48_LARD;TEN-015_46_LARD;RAL-177_47_LARD;A4_43_LARD;A1_50_LARD;RAL-375_42_LARD;SLA-001_53_LARD;RAL-059_135_LARD;A7_46_LARD;MUN-015_32_LARD;KIE-094_49_LARD;GIM-024_43_LARD;COR-014_43_LARD;RAL-737_46_LARD;LUN-007_51_LARD;A5_44_LARD;COR-025_54_LARD;B1_47_LARD;RAL-426_60_LARD;COR-023_40_LARD;RAL-091_63_LARD;TOM-008_44_LARD;RAL-176_53_LARD;TOM-007_56_LARD;MUN-009_37_LARD;MUN-016_49_LARD;MUN-020_40_LARD;RAL-855_38_LARD;ISO1_50_LARD;LUN-004_41_LARD	641;635;993;993;1119;697;663;362;873;1119;641;993;642;643;633;1011;635;633;993;873;1012;662;1012;517;357;1035;635;641;662;664;990;1012;680;1010;205;1365;365;1019;1020;322;640;635;648;641;636;993	0.026000000000000002;0.025;0.04;0.04;0.045;0.027999999999999997;0.026;0.014;0.035;0.045;0.026;0.04;0.026;0.026000000000000002;0.025;0.04;0.025;0.025;0.04;0.035;0.04;0.026;0.04;0.021;0.013999999999999999;0.041;0.025;0.026;0.026;0.026;0.039;0.04;0.027;0.04;0.008;0.054;0.015;0.041;0.041;0.013;0.026;0.025;0.026;0.026;0.025;0.04	5.160103048	3.855	HRR	YES	16	25	5
2L_4707920_4707920_roo	2L	4707920	4707920	#ERROR!	RNA	LTR	Pao	roo	NO	1	KIE-094	KIE-094_50_roo	432	0.046	5.160103048	3.855	HRR	YES	0	1	0
2L_4708426_4708426_roo	2L	4708426	4708426	-	RNA	LTR	Pao	roo	NO	1	KIE-094	KIE-094_51_roo	3919	0.414	5.160103048	3.855	HRR	YES	0	1	0
2L_4712961_4712961_Doc	2L	4712961	4712961	#ERROR!	RNA	LINE	Jockey	Doc	NO	1	AB8	AB8_47_Doc	4731	0.989	5.160103048	3.855	HRR	YES	0	0	1
2L_4714544_4714544_roo	2L	4714544	4714544	#ERROR!	RNA	LTR	Pao	roo	NO	1	RAL-737	RAL-737_47_roo	9001	0.951	5.160103048	3.855	HRR	YES	1	0	0
2L_4716509_4716509_Max-element	2L	4716509	4716509	#ERROR!	RNA	LTR	Pao	Max-element	NO	1	AB8	AB8_48_Max-element	8633	0.936	5.160103048	3.855	HRR	YES	0	0	1
2L_4718212_4718212_Transpac	2L	4718212	4718212	-	RNA	LTR	Gypsy	Transpac	NO	1	MUN-013	MUN-013_49_Transpac	333	0.063	5.160103048	3.855	HRR	YES	0	1	0
2L_4719056_4719056_Blastopia	2L	4719056	4719056	#ERROR!	RNA	LTR	Gypsy	Blastopia	NO	1	B2	B2_54_Blastopia	5028	0.991	5.160103048	3.855	HRR	YES	0	0	1
2L_4719562_4719562_Blastopia	2L	4719562	4719562	-	RNA	LTR	Gypsy	Blastopia	NO	1	STO-022	STO-022_52_Blastopia	1400	0.276	5.160103048	3.855	HRR	YES	0	1	0
2L_4719563_4719563_roo	2L	4719563	4719563	-	RNA	LTR	Pao	roo	NO	1	STO-022	STO-022_53_roo	8476	0.895	5.160103048	3.855	HRR	YES	0	1	0
2L_4720056_4720056_Blastopia	2L	4720056	4720056	-	RNA	LTR	Gypsy	Blastopia	NO	1	STO-022	STO-022_54_Blastopia	1975	0.389	5.160103048	3.855	HRR	YES	0	1	0
2L_4724486_4724486_F-element	2L	4724486	4724486	#ERROR!	RNA	LINE	Jockey	F-element	NO	1	RAL-426	RAL-426_61_F-element	4688	0.99	5.160103048	3.855	HRR	YES	1	0	0
2L_4737887_4737887_Doc	2L	4737887	4737887	-	RNA	LINE	Jockey	Doc	NO	1	B2	B2_55_Doc	4710	0.985	5.160103048	3.855	HRR	YES	0	0	1
2L_4740158_4740158_412	2L	4740158	4740158	-	RNA	LTR	Gypsy	412	NO	1	RAL-737	RAL-737_48_412	7593	0.976	5.160103048	3.855	HRR	YES	1	0	0
2L_4748727_4748727_412	2L	4748727	4748727	-	RNA	LTR	Gypsy	412	NO	1	B2	B2_56_412	7462	0.959	5.160103048	3.855	HRR	YES	0	0	1
2L_4749707_4749707_Stalker2	2L	4749707	4749707	-	RNA	LTR	Gypsy	Stalker2	NO	1	KIE-094	KIE-094_52_Stalker2	7875	0.987	5.160103048	3.855	HRR	YES	0	1	0
2L_4750003_4750003_roo	2L	4750003	4750003	#ERROR!	RNA	LTR	Pao	roo	NO	1	GIM-024	GIM-024_44_roo	6253	0.66	5.160103048	3.855	HRR	YES	0	1	0
2L_4751292_4751292_Transpac	2L	4751292	4751292	-	RNA	LTR	Gypsy	Transpac	NO	1	JUT-008	JUT-008_41_Transpac	5255	0.993	5.160103048	3.855	HRR	YES	0	1	0
2L_4755015_4755015_mdg3	2L	4755015	4755015	#ERROR!	RNA	LTR	Gypsy	mdg3	NO	1	B3	B3_32_mdg3	4215	0.713	5.160103048	3.855	HRR	YES	0	0	1
2L_4755113_4755113_Doc	2L	4755113	4755113	-	RNA	LINE	Jockey	Doc	NO	1	SLA-001	SLA-001_54_Doc	2879	0.602	5.160103048	3.855	HRR	YES	0	1	0
2L_4756967_4756967_G2	2L	4756967	4756967	#ERROR!	RNA	LINE	Jockey	G2	NO	1	MUN-020	MUN-020_41_G2	3177	0.728	5.160103048	3.855	HRR	YES	0	1	0
2L_4757023_4757023_blood	2L	4757023	4757023	#ERROR!	RNA	LTR	Gypsy	blood	NO	1	MUN-013	MUN-013_50_blood	404	0.053	5.160103048	3.855	HRR	YES	0	1	0
2L_4759567_4759567_412	2L	4759567	4759567	-	RNA	LTR	Gypsy	412	NO	1	COR-023	COR-023_41_412	7324	0.942	5.160103048	3.855	HRR	YES	0	1	0
2L_4760215_4760215_Gypsy-2_Dsim	2L	4760215	4760215	-	RNA	LTR	Gypsy	Gypsy-2_Dsim	NO	1	COR-018	COR-018_49_Gypsy-2_Dsim	5174	1.021	5.160103048	3.855	HRR	YES	0	1	0
2L_4761174_4761174_roo	2L	4761174	4761174	-	RNA	LTR	Pao	roo	NO	1	A3	A3_45_roo	7505	0.793	5.160103048	3.855	HRR	YES	0	1	0
2L_4766456_4766456_jockey	2L	4766456	4766456	#ERROR!	RNA	LINE	Jockey	jockey	NO	1	A4	A4_44_jockey	5005	0.995	5.160103048	3.855	HRR	YES	0	0	1
2L_4766651_4766651_H	2L	4766651	4766651	-	DNA	TIR	hAT-hobo	H	NO	1	COR-018	COR-018_50_H	313	0.104	5.160103048	3.855	HRR	YES	0	1	0
2L_4774452_4774452_F-element	2L	4774452	4774452	#ERROR!	RNA	LINE	Jockey	F-element	NO	1	MUN-008	MUN-008_44_F-element	4691	0.991	5.160103048	3.855	HRR	YES	0	1	0
2L_4775598_4775598_roo	2L	4775598	4775598	-	RNA	LTR	Pao	roo	NO	1	RAL-059	RAL-059_136_roo	9103	0.961	5.160103048	3.855	HRR	YES	1	0	0
2L_4778726_4778726_roo	2L	4778726	4778726	-	RNA	LTR	Pao	roo	NO	1	MUN-009	MUN-009_38_roo	8126	0.858	5.160103048	3.855	HRR	YES	0	1	0
2L_4780368_4780368_Burdock	2L	4780368	4780368	-	RNA	LTR	Gypsy	Burdock	NO	1	B3	B3_33_Burdock	2341	0.362	5.160103048	3.855	HRR	YES	0	0	1
2L_4781237_4781237_Stalker2	2L	4781237	4781237	#ERROR!	RNA	LTR	Gypsy	Stalker2	NO	1	A5	A5_45_Stalker2	7887	0.989	5.160103048	3.855	HRR	YES	0	1	0
2L_4783880_4783880_roo	2L	4783880	4783880	-	RNA	LTR	Pao	roo	NO	1	B6	B6_52_roo	9098	0.961	5.160103048	3.855	HRR	YES	1	0	0
2L_4788251_4788251_Nomad	2L	4788251	4788251	#ERROR!	RNA	LTR	Gypsy	Nomad	NO	1	COR-025	COR-025_55_Nomad	7626	0.985	5.160103048	3.855	HRR	YES	0	1	0
2L_4809327_4809327_412	2L	4809327	4809327	-	RNA	LTR	Gypsy	412	NO	1	B2	B2_57_412	7495	0.963	9.499280611	3.88	HRR	YES	0	0	1
2L_4815822_4815822_1360	2L	4815822	4815822	#ERROR!	DNA	TIR	P	1360	NO	1	GIM-012	GIM-012_46_1360	1103	0.238	9.499280611	3.88	HRR	YES	0	1	0
2L_4816317_4816317_roo	2L	4816317	4816317	-	RNA	LTR	Pao	roo	NO	1	GIM-012	GIM-012_47_roo	440	0.046	9.499280611	3.88	HRR	YES	0	1	0
2L_4818440_4818440_roo	2L	4818440	4818440	#ERROR!	RNA	LTR	Pao	roo	NO	1	LUN-004	LUN-004_42_roo	9098	0.961	9.499280611	3.88	HRR	YES	0	1	0
2L_4820873_4820873_H	2L	4820873	4820873	#ERROR!	DNA	TIR	hAT-hobo	H	NO	1	RAL-176	RAL-176_54_H	2970	0.987	9.499280611	3.88	HRR	YES	1	0	0
2L_4822903_4822903_Stalker2	2L	4822903	4822903	#ERROR!	RNA	LTR	Gypsy	Stalker2	NO	1	MUN-020	MUN-020_42_Stalker2	134	0.017	9.499280611	3.88	HRR	YES	0	1	0
2L_4823646_4823646_Transpac	2L	4823646	4823646	-	RNA	LTR	Gypsy	Transpac	NO	1	COR-018	COR-018_51_Transpac	333	0.063	9.499280611	3.88	HRR	YES	0	1	0
2L_4824116_4824116_Kepler	2L	4824116	4824116	-	RNA	TRIM	Gypsy	Kepler	NO	1	MUN-020	MUN-020_46_Kepler	2141	1.216	9.499280611	3.88	HRR	YES	0	1	0
